Hospital Name,City,State
ARV Orthopaedic Hospital,Chandigarh,Chandigarh
Arvind Clinic,Chandigarh,Chandigarh
Arya Hospital Psychiatrist And Tromo Center,Chandigarh,Chandigarh
Arya Hospital Pvt Ltd,Chandigarh,Chandigarh
Asha Child Care And Development Clinic,Chandigarh,Chandigarh
Asha Children Child Development Clinic,Chandigarh,Chandigarh
ASHIRWAD HOSPITAL,Chandigarh,Haryana
Athena Skin Hair And Laser Clinic,Chandigarh,Chandigarh
Attwal Dental Clinic,Chandigarh,Chandigarh
Atul Dental Clinic,Chandigarh,Chandigarh
B. D. Hospital,Chandigarh,Chandigarh
B. K Clinic,Chandigarh,Chandigarh
Baby Hospital,Chandigarh,Chandigarh
Balram Charitable Dental Clinic,Chandigarh,Chandigarh
Bangar Clinic,Chandigarh,Chandigarh
Bansal Eye and Retina Care,Chandigarh,Chandigarh
Batra Clinic,Chandigarh,Chandigarh
Batra Homeo Clinic,Chandigarh,Chandigarh
Batth Orthopedic Clinic,Chandigarh,Chandigarh
Bawa Dental Clinic,Chandigarh,Chandigarh
Bawa Dental Clinic & X-Ray Centre,Chandigarh,Chandigarh
Bawa Electronic Clinic,Chandigarh,Haryana
Bawa Electronic Clinic,Chandigarh,Chandigarh
Be Lite Diet Clinic,Chandigarh,Chandigarh
Beau Visage Skin Clinic,Chandigarh,Chandigarh
Beauty Clinic,Chandigarh,Chandigarh
Bedi Hospital,Chandigarh,Chandigarh
Bedi Nursing Home IVF & Infertility Centre,Chandigarh,Chandigarh
Bela Speech & Hearing Clinic,Chandigarh,Chandigarh
Bhagat Dental Clinic,Chandigarh,Chandigarh
Bhc Hospital,Chandigarh,Chandigarh
Bhojia Dehtal College Hospital,Chandigarh,Chandigarh
Big Investment Clinic,Chandigarh,Chandigarh
Block Hospital,Sect - 22,Chandigarh
Care Dental Clinic,Chandigarh,Chandigarh
Centre For Sight,Chandigarh,Chandigarh
Centre For Sight / Laser Eye Clinic,Chandigarh,Chandigarh
CH Hospital,Chandigarh,Chandigarh
Chabra Clinic,Chandigarh,Chandigarh
Chaitany Hospital,Chandigarh,Chandigarh
Chaitanya Hospital,Chandigarh,Chandigarh
Chaitanya Hospital Chandigarg,Chandigarh,Chandigarh
Chandan Hospital,Chandigarh,Chandigarh
Chander Multispecialit,Chandigarh,Chandigarh
Chandigarh City Hospital,Chandigarh,Chandigarh
Chandigarh Clinical Lab,Chandigarh,Chandigarh
Chandigarh Computer Clinic,Chandigarh,Chandigarh
Chandigarh Cornea Clinic,Chandigarh,Chandigarh
Chandigarh Dental Clinic,Chandigarh,Chandigarh
Chandigarh Institute Of Bioinfomatics,Chandigarh,Chandigarh
CHANDIGARH MEDICAL CENTRE,Chandigarh,Haryana
Charak Clinics,Chandigarh,Chandigarh
Charak Clinics,Chandigarh,Haryana
Charis Clinical Laboratory,Chandigarh,Chandigarh
Charitable Clinical Lab,Chandigarh,Chandigarh
Charitable Clinical Laboratory,Chandigarh,Chandigarh
Charitable Hospital,Chandigarh,Chandigarh
Cheema Medical Complex,Chandigarh,Chandigarh
Chetanya Hospital,Chandigarh,Chandigarh
Chhabra Clinic,Chandigarh,Chandigarh
Chhabra Dental Clinic,Chandigarh,Chandigarh
Chhuttani Medical Center,Chandigarh,Chandigarh
Child Care Clinic,Chandigarh,Chandigarh
Chopra Dental Clinic,Chandigarh,Chandigarh
Chugh Women Care Clinic,Chandigarh,Chandigarh
City Clinic,Chandigarh,Chandigarh
City Clinical Lab,Chandigarh,Chandigarh
City Dental Care Clinic,Chandigarh,Chandigarh
City Dog Clinic,Chandigarh,Chandigarh
City Hospital Cureage,Chandigarh,Chandigarh
Civil Hospital Hoshiarpur,Chandigarh,Chandigarh
Civil Hospital Mohali,Chandigarh,Chandigarh
Civil Hospital,Manimajra,Chandigarh
Clinic,Chandigarh,Chandigarh
Clinic Dermatech,Chandigarh,Chandigarh
Clinic Midas,Chandigarh,Chandigarh
Clinsoft Clinical Research,Chandigarh,Chandigarh
Command Hospital M I Room,Chandigarh,Chandigarh
Command Hospital Western Comma,Chandigarh,Chandigarh
Computer Clinic,Chandigarh,Chandigarh
Cosme Skin Clinic,Chandigarh,Chandigarh
Cosmetic Laser & Skin Care Clinic,Chandigarh,Chandigarh
Cosmo Hospital,Chandigarh,Chandigarh
Cura Clinics,Chandigarh,Chandigarh
Dabur Dhanwantry Hospital,Chandigarh,Chandigarh
Darling Buds Hair Transplant Clinic,Chandigarh,Chandigarh
Darshana Dental Clinic,Chandigarh,Chandigarh
Dashmesh Dental Clinic,Chandigarh,Chandigarh
Deep Clinical Lab,Chandigarh,Chandigarh
Deep clinical laboratry,Chandigarh,Chandigarh
Deep Dental Laser And Implant Clinic,Chandigarh,Chandigarh
Deep Hospital,Chandigarh,Chandigarh
Delvin Hospital,Chandigarh,Chandigarh
Delwyn Hospital,Chandigarh,Chandigarh
Delwyns Hospital,Chandigarh,Chandigarh
Dent Surge,Chandigarh,Chandigarh
Dentafix Multispeciality Dental Clinic,Chandigarh,Chandigarh
Dentafix Multispecialty Dental Clinic,Chandigarh,Chandigarh
Dental Care Clinic And Implant Centre,Chandigarh,Chandigarh
DENTAL HEALTH CLINIC,Chandigarh,Haryana
Dental Implant Clinic & Oral Surgery Centre,Chandigarh,Chandigarh
Detox Clinic,Chandigarh,Chandigarh
DHALIWAL INFERTILITY HOSPITAL,Chandigarh,Haryana
Dhamtari Christian Hospital,Chandigarh,Chandigarh
Dharam Hospital,Chandigarh,Chandigarh
Dharam Hospitaliities,Chandigarh,Chandigarh
Dhavan's Jeevan Deep Liver Gastro And Endoscopy Centre,Chandigarh,Chandigarh
Dheer Dental Clinic,Chandigarh,Haryana
Dhodys Dental Clinic,Chandigarh,Chandigarh
Diet Clinic Health Care Private Limited,Chandigarh,Chandigarh
Diet Insight - Weight Loss & Nutrition Clinic,Chandigarh,Chandigarh
Dietitian Shreya's Family Diet Clinic,Chandigarh,Chandigarh
Dietitian Shreya's Family Diet Clinic,Chandigarh,Haryana
Dinesh Homoeo Hospital,Chandigarh,Chandigarh
DIWAN CHAND GUPTA MEMORIAL HOSPITAL,Chandigarh,Haryana
Doctor Castro Clinic,Chandigarh,Chandigarh
Dr Ajay Aggarwal (Best Gynaecologist and Laparoscopic Surgeon),Chandigarh,Chandigarh
Dr Ajayitas Charak Ayurvedic Panchkarma Clinic,Chandigarh,Chandigarh
Dr Aroras Sex Clinic,Chandigarh,Chandigarh
Dr Bartras Clinic,Chandigarh,Chandigarh
Dr Batras Positive Health Clinic,Chandigarh,Chandigarh
Dr Bedi Nursing Home,Chandigarh,Chandigarh
Dr Bindals Dental Clinic,Chandigarh,Chandigarh
Dr Dharmiks Pediatric Surgical Clinic,Chandigarh,Chandigarh
Dr Harsh Sharma Homeopathic Clinic,Chandigarh,Chandigarh
Dr Jagi Homeo Clinic,Chandigarh,Chandigarh
Dr K N Rampal Clinic,Chandigarh,Chandigarh
Dr Kalia's Cosmetic Surgery Clinic,Chandigarh,Chandigarh
Dr Madaan Homeopathic Clinic,Chandigarh,Chandigarh
Dr Nidhi Goel Clinic,Chandigarh,Chandigarh
Dr Ram Kumar Clinic,Chandigarh,Chandigarh
Dr Ranbir Singh Kahlon,Chandigarh,Chandigarh
Dr Rawal Clinic,Chandigarh,Chandigarh
Dr Sabharwal Clinic,Chandigarh,Chandigarh
Dr Sandeep Dhavans Jeevan Deep Liver Gastroenterology & Endoscopy Centre,Chandigarh,Chandigarh
Dr Sarika Verma,Chandigarh,Chandigarh
Dr Saritas Homo Clinic,Chandigarh,Chandigarh
Dr Sheenam's Skin and Laser Clinic,Chandigarh,Chandigarh
Dr Sodhis Health Care,Chandigarh,Chandigarh
Dr Virpal Gyane Clinic,Chandigarh,Chandigarh
Dr Yogis Sexologist Clinic,Chandigarh,Chandigarh
Dr. Ahluwalia Dental Clinic,Chandigarh,Chandigarh
Dr. Ajay Dubey (Dhi),Chandigarh,Chandigarh
Dr. Arora's Clinic,Chandigarh,Chandigarh
Dr. Bansal Skin Laser Center Clinic,Chandigarh,Chandigarh
Dr. GuptaS Multispeciality Clinic,Chandigarh,Chandigarh
Dr. Gurpreet Bhatia Clinic,Chandigarh,Chandigarh
Dr. H. S. Judge Institute of Dental Sciences and Hospital,Chandigarh,Chandigarh
Dr. K. P's Eye Hospital,Chandigarh,Chandigarh
Dr. K. P's Eye Hospital & Laser Centre,Chandigarh,Chandigarh
Dr. Kalia Cosmetic Surgery Clinic,Chandigarh,Chandigarh
Dr. Khanna Dental Clinic,Chandigarh,Chandigarh
Dr. Madan Gulati Krishna Ayruvedic Center,Chandigarh,Chandigarh
Dr. Makkar Clinic,Chandigarh,Chandigarh
Dr. Naiya Bansal's Skin Laser & Hair Transplant Clinic,Chandigarh,Chandigarh
Dr. Nand Rams Sunny Hospital,Chandigarh,Chandigarh
Dr. Nanda's Dental Clinic,Chandigarh,Chandigarh
Dr. P S Aulakh Clinic,Chandigarh,Haryana
Dr. Rajdeeps Dental Clinic,Chandigarh,Chandigarh
Dr. Singh's Dental Clinic,Chandigarh,Chandigarh
Dr. Sohinderjit Singh Clinic,Chandigarh,Chandigarh
Dr. Sumeet Inder's Psychiatry Clinic,Chandigarh,Chandigarh
Dr. Surbhee Physiotherapy Clinic,Chandigarh,Chandigarh
Dr. Teja's Dental Clinic & Implant Centre,Chandigarh,Chandigarh
Dr. Yogi Ayurvedic Clinic,Chandigarh,Chandigarh
Dr. Arora's Clinic Pvt. Ltd,Chandigarh,Chandigarh
Dr. Chander Multispeciality Hospital,Chandigarh,Chandigarh
Dr. Mehta's Medical & Dental Clinic,Chandigarh,Chandigarh
Dr. Talwar's Skin,Hair And Laser Clinic,chandigarh
Duggal Homeo Clinic,Chandigarh,Chandigarh
Duggal Homoeo Clinic,Chandigarh,Chandigarh
Edan Hospital,Chandigarh,Chandigarh
Eden Critical Care Hospital,Chandigarh,Chandigarh
Eden Critical Care Hospital Private Limited,Chandigarh,Chandigarh
Eden Hospital Chandigarh,Chandigarh,Chandigarh
Elegant Herbal Beauty Clinic,Chandigarh,Chandigarh
Ell Dee Clinic,Chandigarh,Chandigarh
Empire Dental Clinic,Chandigarh,Chandigarh
ENT Hospital,Chandigarh,Chandigarh
Everbrite Dental Clinic,Chandigarh,Chandigarh
Eye Hospital,Chandigarh,Chandigarh
Eyesight & Dental Care clinic Helix Pathlabs,Chandigarh,Chandigarh
Family Care Dental Clinic,Chandigarh,Chandigarh
For You Beauty Clinic,Chandigarh,Chandigarh
Fortis Healthcare Ltd For Opd Facility,Chandigarh,Chandigarh
Fortis Hospital,Chandigarh,Chandigarh
Fortis Hospital - Mohali,Chandigarh,Chandigarh
Fortis Hospital Limited,Chandigarh,Chandigarh
Foundation Freedom Hospital,Chandigarh,Chandigarh
G S Clinic,Chandigarh,Chandigarh
G. M. Nursing Home and Clinic,Chandigarh,Chandigarh
Gaba Clinic,Chandigarh,Chandigarh
GARG NURSING HOME,Chandigarh,Haryana
Gems Multi Speciality Dental Clinic,Chandigarh,Chandigarh
General Hospital,Chandigarh,Chandigarh
Gernal Hospital,Chandigarh,Chandigarh
Get Well Clinic,Chandigarh,Chandigarh
Get- Well Dog Clinic,Chandigarh,Chandigarh
Gill Homeopathic Clinic,Chandigarh,Chandigarh
Glare Dental Clinic,Chandigarh,Chandigarh
Global Clinical Laboratory,Chandigarh,Chandigarh
Gmsh Hospital,Chandigarh,Chandigarh
Goel Clinic,Chandigarh,Chandigarh
Gokul Surgical Hospital,Chandigarh,Chandigarh
Gopal Hospital,Chandigarh,Chandigarh
Gotra Dental Clinic,Chandigarh,Chandigarh
Government Hospital,Chandigarh,Punjab
Government Medical College & Hospital,Chandigarh,Chandigarh
Government Medical College & Hospital Sector 32 Chandigarh,Chandigarh,Chandigarh
Government Medical College and Hospital,Chandigarh,Chandigarh
Governmentvety. polyclinic Sirsa,Chandigarh,Chandigarh
Goyal Advanced Dental Clinic,Chandigarh,Chandigarh
Goyals Clinic,Chandigarh,Chandigarh
Grecian Hospital,Chandigarh,Chandigarh
Grecian Hospital Mohali,Chandigarh,Chandigarh
Grecian Super Speciality Heart & Cancer Hospital,Chandigarh,Chandigarh
Grewal Eye Institute,Chandigarh,Haryana
Grewal Eye Institute,Chandigarh,Chandigarh
GROVER EYE & ENT HOSPITAL,Chandigarh,Haryana
Grover Eye Laser & ENT Hospital,Chandigarh,Chandigarh
Gupta Eye Hospital - Chandigarh,Chandigarh,Chandigarh
Gupta Hospital Baddi,Chandigarh,Chandigarh
Gupta Surgical Clinic,Chandigarh,Chandigarh
Guru Harkrishan Sahib Charitable Eye Hospital,Chandigarh,Chandigarh
Gynae Clinic,Chandigarh,Chandigarh
H K L Hospital Pvt Ltd,Chandigarh,Chandigarh
Harmony Health Care,Chandigarh,Chandigarh
Healing Hospital,Chandigarh,Chandigarh
Healing Touch Hospital,Chandigarh,Chandigarh
Healing Touch City Clinic,Chandigarh,Chandigarh
Health Care Clinic,Chandigarh,Chandigarh
Helix Institute,Chandigarh,Chandigarh
Holac Hospital,Chandigarh,Chandigarh
Holistic Healthcare Clinic,Chandigarh,Chandigarh
Homoeopathic Clinic,Chandigarh,Chandigarh
Hope Clinic & Maternity Centre Private Limited,Chandigarh,Chandigarh
Hope Clinic & Maternity Centre Pvt Ltd,Chandigarh,Chandigarh
Hospital For Sale Lease Dot Com,Chandigarh,Chandigarh
Hospital Instruments Suppliers,Chandigarh,Chandigarh
Hospital Suppliers,Chandigarh,Chandigarh
Hospital Suppliers Chandigarh,Chandigarh,Chandigarh
Icei Chd,Chandigarh,Chandigarh
Indus Hospital,Chandigarh,Chandigarh
Indus Hospital Super Speciality,Chandigarh,Chandigarh
Indus Super Speciality Hospital,Chandigarh,Chandigarh
Inscol Academy,Chandigarh,Chandigarh
Inscol Hospital,Chandigarh,Chandigarh
INSCOL HOSPITAL,Chandigarh,Haryana
Ivy Hospital,Chandigarh,Chandigarh
IVY Hospital & Life Sciences Pvt Ltd,Chandigarh,Chandigarh
IVYes Hospital,Chandigarh,Punjab
Jakhar Hospital,Chandigarh,Chandigarh
Jhamb Clinic,Chandigarh,Chandigarh
Jindal Clinics,Chandigarh,Chandigarh
Jindal I. V. F and Sant Memorial Nursing Home,Chandigarh,Chandigarh
Jindal IVF & Sant Memorial Nursing Home,Chandigarh,Chandigarh
Jiva Ayurveda Clinic,Chandigarh,Chandigarh
Jiwan Hospital,Chandigarh,Chandigarh
JMD Eye Center & Contact Lens Clinic,Chandigarh,Chandigarh
Joshi Dental Clinic,Chandigarh,Chandigarh
Jp Eye Hospital,Chandigarh,Chandigarh
Julka Clinic,Chandigarh,Chandigarh
Jund Hospital and Piles Laser Centre,Chandigarh,Chandigarh
Juneja Clinic,Chandigarh,Chandigarh
K B Memorial Clinic,Chandigarh,Chandigarh
Kalra Dental & Smile Care Clinic,Chandigarh,Chandigarh
Kalra Dental And Smile Care Clinic,Chandigarh,Chandigarh
Kamal Hospital,Chandigarh,Chandigarh
Kamal Hospital Karnal,Chandigarh,Chandigarh
Kang Clinic,Chandigarh,Chandigarh
Kapila Clinic,Chandigarh,Chandigarh
Kapoor Clinical Laboratory,Chandigarh,Chandigarh
Kapoor Dental Care Clinic,Chandigarh,Chandigarh
Kapoor Kidney and Uro Stone Center Pvt Ltd / Kapuri Hospital,Chandigarh,Chandigarh
Kapoor Multi Speciality Dental Clinic,Chandigarh,Chandigarh
Kapoor's Kidney & Urostone Centre,Chandigarh,Chandigarh
Kapoor's Kidney and Urostone Centre Pvt. Ltd.,Chandigarh,Punjab
Kapur Clinic,Chandigarh,Chandigarh
Kapur Dental Clinic,Chandigarh,Chandigarh
Kare Partner Heart Centre Hospital,Chandigarh,Chandigarh
Kaushal Hospital,Chandigarh,Chandigarh
KDiets Diet Clinic,Chandigarh,Chandigarh
Khanna Dental Clinic,Chandigarh,Tripura
Khullar Dental Clinic,Chandigarh,Chandigarh
Kidney & Urostone Centre Hospital,Chandigarh,Chandigarh
Kidney Centre / Kidney Hospitaland Lifeline Medical Institutions,Chandigarh,Chandigarh
Kiran Optical Clinic,Chandigarh,Chandigarh
Kiran Opticals Clinic,Chandigarh,Chandigarh
Kirodiwal Physiotherapy And Acupressure Clinic,Chandigarh,Chandigarh
Knee Physiotherapy Clinic,Chandigarh,Chandigarh
Kohinoor Clinical Laboratory,Chandigarh,Chandigarh
Lal Multi Speciality Dental Clinic,Chandigarh,Chandigarh
Land Mark Hospital / Langol View Charitable Clinic and Maternity Home,Chandigarh,Chandigarh
Lathar Clinic,Chandigarh,Chandigarh
Life Care Dental Clinic,Chandigarh,Chandigarh
Live Life More Diet & Wellness Clinic,Chandigarh,Chandigarh
Live Young Diet Clinic,Chandigarh,Chandigarh
M/s Vinod Clinic,Chandigarh,Tripura
Maa Luxmi Dental Clinic,Chandigarh,Chandigarh
Magnum Multi-Speciality Hospital,Chandigarh,Chandigarh
Mahajan Dental Clinic,Chandigarh,Chandigarh
Maini Hospital sect 55 CHANDIGARH,Chandigarh,Chandigarh
Malhotra Hospital,Chandigarh,Chandigarh
Malik Homoeo Clinic,Chandigarh,Chandigarh
Manav Dental Clinic & Optical Centre,Chandigarh,Chandigarh
Manav Dental Clinics,Chandigarh,Chandigarh
Manju Puri Dental Clinic,Chandigarh,Chandigarh
Manpreets Physiotherapy & Weight Loss Clinic,Chandigarh,Chandigarh
Mayo Healthcare Super Specialty Hospital,Chandigarh,Chandigarh
Medico Dental Clinic,Chandigarh,Chandigarh
Mehar Clinic,Chandigarh,Chandigarh
Mehta Clinic,Chandigarh,Chandigarh
Metro Hospital,Chandigarh,Chandigarh
Micro Clinic India Private Limited,Chandigarh,Chandigarh
Mirchias Hospital,Chandigarh,Chandigarh
Mirchias Laser Eye Clinic,Chandigarh,Chandigarh
MK World Hospital,Chandigarh,Chandigarh
Mobile Clinic,Chandigarh,Chandigarh
Modern Dental Care Clinic,Chandigarh,Chandigarh
Mom And Teen Care Clinic,Chandigarh,Chandigarh
Monica Laser Eye Clinic,Chandigarh,Chandigarh
Moore Clinic,Chandigarh,Chandigarh
Motherhood Chaitanya Hospital,Chandigarh,Chandigarh
Mukat Hospital & Heart Institute,Chandigarh,Haryana
Mukat Hospital + Heart Institute (A Unit Of City Clinic Private Limited. ),Chandigarh,Chandigarh
MUKAT HOSPITAL AND HEART INSTITUTE,Chandigarh,Haryana
Mukat Hospital Heart Institute,Chandigarh,Chandigarh
Mukat Hospital Super-Speciality Care,Chandigarh,Chandigarh
N P Singh Clinic,Chandigarh,Chandigarh
Nagpal Clinic,Chandigarh,Chandigarh
Nagpal Elite Clinic,Chandigarh,Chandigarh
National Institute Of Medical Representative,Chandigarh,Chandigarh
Neeraj Eye Hospital,Chandigarh,Chandigarh
Nevedac Prosthetic Clinic,Chandigarh,Chandigarh
New Blooms Hair Transplant Clinic,Chandigarh,Chandigarh
New Blossom Cosmetic Laser Clinic,Chandigarh,Chandigarh
New Look Cosmetic Laser Clinics,Chandigarh,Chandigarh
Nins Brain & Spine Hospital,Chandigarh,Chandigarh
Nirvana Health And Beauty Clinic,Chandigarh,Chandigarh
Noble Institute Of Medical Technology,Chandigarh,Chandigarh
Noheria Clinic,Chandigarh,Chandigarh
Optica Optician & Contact Lense Clinic,Chandigarh,Chandigarh
Optica Opticians & Contact Lens Clinic,Chandigarh,Chandigarh
Ortho Max Clinic,Chandigarh,Chandigarh
Orthonova Clinic,Chandigarh,Chandigarh
Oxford Heart & Multi Speciality Hospital,Chandigarh,Chandigarh
Oxford Hospital,Chandigarh,Chandigarh
P. G. I. Hospital,Chandigarh,Chandigarh
P. n. urology & Surgical Hospital Private Limited,Chandigarh,Chandigarh
Pahwa Clinic,Chandigarh,Chandigarh
Painless Dental Clinic,Chandigarh,Chandigarh
Panache Skin Hair & Laser Clinic,Chandigarh,Chandigarh
Panchhi Dental Clinic,Chandigarh,Chandigarh
Pandhi Hospital,Chandigarh,Chandigarh
Pearl Dental Clinic & Implant Centre,Chandigarh,Chandigarh
Pgi Hospital,Chandigarh,Chandigarh
Pharma Clinic,Chandigarh,Chandigarh
Physio Clinic,Chandigarh,Chandigarh
Physioplus Physiotherapy And Sports Injury Clinic,Chandigarh,Chandigarh
Police Hospital,Chandigarh,Chandigarh
Post Graduate Institute Of Medical Education & Research,Chandigarh,Chandigarh
Postgraduate Institute of Medical Education and Research,Chandigarh,Chandigarh
Prasad Clinic,Chandigarh,Chandigarh
Pratham Clinical Laboratory,Chandigarh,Chandigarh
Prem Herbs Polyclinic And Diagnostic Centre,Chandigarh,Chandigarh
Prophysio - Physiotherapy And Wellness Clinic,Chandigarh,Chandigarh
Puri Dental Clinic,Chandigarh,Chandigarh
Raahat The Pain Clinic.,Chandigarh,Chandigarh
Rajdeep's Dental Clinic,Chandigarh,Chandigarh
Rameshwar Hospital,Chandigarh,Chandigarh
Rameshwara Hospital / Rameswara Nursing Home Pvt. Ltd.,Chandigarh,Chandigarh
Rana Piles Hospital,Chandigarh,Chandigarh
Randhawa Clinic,Chandigarh,Chandigarh
Rasayan Clinic,Chandigarh,Chandigarh
Rashmi Dental Clinic,Chandigarh,Chandigarh
Rediscover Clinic,Chandigarh,Chandigarh
Reet Dental Clinic,Chandigarh,Chandigarh
Reviva Clinic,Chandigarh,Chandigarh
Reviva Infertility & IVF Clinic,Chandigarh,Chandigarh
Reviva Infertility Clinic,Chandigarh,Chandigarh
Right Chest Clinic,Chandigarh,Chandigarh
Ritu Choudhary Hearing & Speech Clinic,Chandigarh,Chandigarh
Rohit Miglanis Dental Clinic & Implant Centre,Chandigarh,Chandigarh
S S Clinical Laboratory,Chandigarh,Chandigarh
S. S. Clinical Laboratory,Chandigarh,Chandigarh
S. V. Clinic and Nursing Home,Chandigarh,Chandigarh
Sadhbhavna Clinic,Chandigarh,Chandigarh
Sahgal Clinic,Chandigarh,Chandigarh
SAI Child & Skin Clinic,Chandigarh,Chandigarh
Sai Clinic,Chandigarh,Chandigarh
Sai Clinical Laboratory (Regd. ),Chandigarh,Chandigarh
Sangam Hospital,Chandigarh,Chandigarh
Sanghi Clinic,Chandigarh,Chandigarh
Santokh Clinic,Chandigarh,Chandigarh
Santokh Hospital,Chandigarh,Haryana
SatyamClinic And Laboratory,Chandigarh,Chandigarh
Sawhney Dental Clinic,Chandigarh,Chandigarh
Seema Dental Care Clinic,Chandigarh,Chandigarh
Sekhon Nursing Home,Chandigarh,Chandigarh
Sethi Dental Clinic,Chandigarh,Chandigarh
Sharda Hospital,Chandigarh,Chandigarh
Sharma Dental Clinic,Chandigarh,Chandigarh
Shivangee Medicos And Hospitals,Chandigarh,Chandigarh
Shri Dhanwantry Ayurvedic College and Hospital,Chandigarh,Chandigarh
Shri Ram Hospital Women Children & Surgical Centre,Chandigarh,Chandigarh
Shweta's Diet Clinic,Chandigarh,Chandigarh
Siddharth Clinic,Chandigarh,Chandigarh
Silver Oaks Hospital,Chandigarh,Chandigarh
Singhal Homoeo Clinic,Chandigarh,Chandigarh
Singla Clinic,Chandigarh,Chandigarh
Singla Maternity & General Hospital,Chandigarh,Chandigarh
SK Hospital,Chandigarh,Chandigarh
Skin and Cosmetology Clinic,Chandigarh,Chandigarh
Smile Align Dental Care Clinic,Chandigarh,Chandigarh
Smile Dental Clinic,Chandigarh,Chandigarh
Smile Kraft Dental & Implant Clinic,Chandigarh,Chandigarh
Smile-On Dental Clinic & Implant Centre,Chandigarh,Chandigarh
Sodhi Ultrasound Centre And Clinical Lab,Chandigarh,Chandigarh
Soni Dental Clinic,Chandigarh,Chandigarh
Sood Clinic,Chandigarh,Chandigarh
Sri Dhanwantry Ayurvedic College And Hospital,Chandigarh,Chandigarh
Sri Ram Hospital,Chandigarh,Chandigarh
Star Clinical Laboratory,Chandigarh,Chandigarh
Static Scan And Lazer Clinic,Chandigarh,Chandigarh
Studio 6 Lifestyle Clinic Private Limited,Chandigarh,Chandigarh
Subham Dental Clinic,Chandigarh,Chandigarh
Sukhmani Dental College And Hospitals,Chandigarh,Chandigarh
Supreme Dental Clinic,Chandigarh,Chandigarh
Swami Clinical Laboratory,Chandigarh,Chandigarh
Swarn Dental Clinic,Chandigarh,Chandigarh
Swasthya Homeo Clinic,Chandigarh,Chandigarh
Tarun Clinical Lab,Chandigarh,Chandigarh
Tayal Health Clinic,Chandigarh,Chandigarh
Texla Dental Hospital,Chandigarh,Chandigarh
The Apollo Clinic,Chandigarh,Chandigarh
The Apple Clinic-Super Specialty Homoeopathy,Chandigarh,Chandigarh
The Perfect Smile Dental Clinic,Chandigarh,Chandigarh
Touch N Heal Physio And Rehab Clinic,Chandigarh,Chandigarh
Traditional Chinese Medicine Clinic,Chandigarh,Chandigarh
Treatment Unit Li Poly Clinic,Chandigarh,Chandigarh
Tricity Dental Clinic,Chandigarh,Chandigarh
Tricity Hospital,Chandigarh,Chandigarh
Tricity Hospitals,Chandigarh,Chandigarh
Tricity institute of plastic surgery tips,Chandigarh,Chandigarh
Trinity Hospital,Chandigarh,Chandigarh
Ujjwal Laser Eye Hospital And Advance Laser Eye Clinic,Chandigarh,Chandigarh
Unohospitalsolutio,Chandigarh,Chandigarh
Uppal Dental Clinic,Chandigarh,Chandigarh
Vardhaman Hospital-Chandigarh,Chandigarh,Chandigarh
Verma Dental Clinic,Chandigarh,Chandigarh
Vhca Hair Clinic,Chandigarh,Chandigarh
Vikram Clinic,Chandigarh,Chandigarh
Vimal Dental Clinic,Chandigarh,Chandigarh
Virdi Eye Hospital,Chandigarh,Chandigarh
Vishwas Hospital,Chandigarh,Chandigarh
Vision Hospital,Chandigarh,Chandigarh
VM Plastic Surgery Landmark Hospital,Chandigarh,Chandigarh
Vyas Hospital,Chandigarh,Chandigarh
